"site","year","replicate","date","period","ext_bleached","ext_verypale","ext_anybleaching","ext_nobleaching"
"Savana",2025,"5",2025-03-19,"PBL",0,0,0,0
"Savana",2025,"6",2025-03-19,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2022,"1",2022-10-04,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2022,"2",2022-10-04,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2022,"3",2022-10-04,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2022,"4",2022-10-04,"Annual",10,0,10,90
"Seahorse Cottage Shoal",2022,"5",2022-10-04,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2022,"6",2022-10-04,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2023,"1",2023-10-30,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2023,"2",2023-10-30,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2023,"3",2023-10-30,"Annual",100,0,100,0
"Seahorse Cottage Shoal",2023,"4",2023-10-30,"Annual",72,76.6666666666667,79.1666666666667,20.8333333333333
"Seahorse Cottage Shoal",2023,"5",2023-10-30,"Annual",76.8214285714286,100,77.6206896551724,22.3793103448276
"Seahorse Cottage Shoal",2023,"6",2023-10-30,"Annual",73.3870967741936,80,73.7878787878788,26.2121212121212
"Seahorse Cottage Shoal",2024,"1",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"1",2024-10-29,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2024,"2",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"2",2024-10-29,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2024,"3",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"3",2024-10-29,"Annual",0,100,100,0
"Seahorse Cottage Shoal",2024,"4",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"4",2024-10-29,"Annual",72.1428571428571,50,69.375,30.625
"Seahorse Cottage Shoal",2024,"5",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"5",2024-10-29,"Annual",0,0,0,0
"Seahorse Cottage Shoal",2024,"6",2024-03-07,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2024,"6",2024-10-29,"Annual",72.7380952380952,0,72.7380952380952,27.2619047619048
"Seahorse Cottage Shoal",2025,"1",2025-03-20,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2025,"2",2025-03-20,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2025,"3",2025-03-20,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2025,"4",2025-03-20,"PBL",0,15,15,85
"Seahorse Cottage Shoal",2025,"5",2025-03-20,"PBL",0,0,0,0
"Seahorse Cottage Shoal",2025,"6",2025-03-20,"PBL",0,0,0,0
"South Capella",2022,"1",2022-11-30,"Annual",0,0,0,0
"South Capella",2022,"2",2022-11-30,"Annual",0,0,0,0
"South Capella",2022,"3",2022-11-30,"Annual",0,0,0,0
"South Capella",2022,"4",2022-11-30,"Annual",2,0,2,98
"South Capella",2022,"5",2022-11-30,"Annual",0,0,0,0
"South Capella",2022,"6",2022-11-30,"Annual",0,0,0,0
"South Capella",2023,"1",2023-10-23,"Annual",0,0,0,0
"South Capella",2023,"2",2023-10-23,"Annual",0,0,0,0
"South Capella",2023,"3",2023-10-23,"Annual",90,0,90,10
"South Capella",2023,"4",2023-10-23,"Annual",0,0,0,0
"South Capella",2023,"5",2023-10-23,"Annual",0,0,0,0
"South Capella",2023,"6",2023-10-23,"Annual",0,0,0,0
"South Capella",2024,"1",2024-04-22,"PBL",0,0,0,0
"South Capella",2024,"1",2024-10-25,"Annual",0,0,0,0
"South Capella",2024,"2",2024-04-22,"PBL",20,10,30,70
"South Capella",2024,"2",2024-10-25,"Annual",0,0,0,0
"South Capella",2024,"3",2024-04-22,"PBL",0,0,0,0
"South Capella",2024,"3",2024-10-25,"Annual",0,0,0,0
"South Capella",2024,"4",2024-04-22,"PBL",0,0,0,0
"South Capella",2024,"4",2024-10-25,"Annual",0,0,0,0
"South Capella",2024,"5",2024-04-22,"PBL",0,0,0,0
"South Capella",2024,"5",2024-10-25,"Annual",0,20,20,80
"South Capella",2024,"6",2024-04-22,"PBL",0,0,0,0
"South Capella",2024,"6",2024-10-25,"Annual",0,0,0,0
"South Capella",2025,"1",2025-03-27,"PBL",0,0,0,0
"South Capella",2025,"2",2025-03-27,"PBL",0,0,0,0
"South Capella",2025,"3",2025-03-27,"PBL",0,0,0,0
"South Capella",2025,"4",2025-03-27,"PBL",0,0,0,0
"South Capella",2025,"5",2025-03-27,"PBL",0,15,15,85
"South Capella",2025,"6",2025-03-27,"PBL",0,0,0,0
"South Water",2022,"1",2022-12-07,"Annual",0,0,0,0
"South Water",2022,"2",2022-12-07,"Annual",0,0,0,0
"South Water",2022,"3",2022-12-07,"Annual",0,0,0,0
"South Water",2022,"4",2022-12-07,"Annual",0,0,0,0
"South Water",2022,"5",2022-12-07,"Annual",0,0,0,0
"South Water",2022,"6",2022-12-07,"Annual",0,0,0,0
"South Water",2023,"1",2023-10-23,"Annual",10,0,10,90
"South Water",2023,"2",2023-10-23,"Annual",0,0,0,0
"South Water",2023,"3",2023-10-23,"Annual",0,0,0,0
"South Water",2023,"4",2023-10-23,"Annual",0,0,0,0
"South Water",2023,"5",2023-10-23,"Annual",0,0,0,0
"South Water",2023,"6",2023-10-23,"Annual",0,0,0,0
"South Water",2024,"1",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"1",2024-10-25,"Annual",0,0,0,0
"South Water",2024,"2",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"2",2024-10-25,"Annual",0,0,0,0
"South Water",2024,"3",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"3",2024-10-25,"Annual",55,0,55,45
"South Water",2024,"4",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"4",2024-10-25,"Annual",0,0,0,0
"South Water",2024,"5",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"5",2024-10-25,"Annual",0,0,0,0
"South Water",2024,"6",2024-04-26,"PBL",0,0,0,0
"South Water",2024,"6",2024-10-25,"Annual",42.875,20,40.3333333333333,59.6666666666667
"South Water",2025,"1",2025-03-28,"PBL",0,0,0,0
"South Water",2025,"2",2025-03-28,"PBL",0,0,0,0
"South Water",2025,"3",2025-03-28,"PBL",0,0,0,0
"South Water",2025,"4",2025-03-28,"PBL",2,0,2,98
"South Water",2025,"5",2025-03-28,"PBL",0,0,0,0
"South Water",2025,"6",2025-03-28,"PBL",0,0,0,0
"Sprat Hole",2022,"1",2022-10-22,"Annual",0,0,0,0
"Sprat Hole",2022,"2",2022-10-22,"Annual",2,0,2,98
"Sprat Hole",2022,"3",2022-10-22,"Annual",0,0,0,0
"Sprat Hole",2022,"4",2022-10-22,"Annual",0,0,0,0
"Sprat Hole",2022,"5",2022-10-22,"Annual",11,0,11,89
"Sprat Hole",2022,"6",2022-10-22,"Annual",8,0,8,92
"Sprat Hole",2023,"1",2023-11-12,"Annual",0,0,0,0
"Sprat Hole",2023,"2",2023-11-12,"Annual",0,0,0,0
"Sprat Hole",2023,"3",2023-11-12,"Annual",100,0,100,0
"Sprat Hole",2023,"4",2023-11-12,"Annual",0,0,0,0
"Sprat Hole",2023,"5",2023-11-12,"Annual",100,0,100,0
"Sprat Hole",2023,"6",2023-11-12,"Annual",0,0,0,0
"Sprat Hole",2024,"1",2024-03-15,"PBL",0,80,80,20
"Sprat Hole",2024,"1",2024-11-14,"Annual",0,0,0,0
"Sprat Hole",2024,"2",2024-03-15,"PBL",0,0,0,0
"Sprat Hole",2024,"2",2024-11-14,"Annual",0,100,100,0
"Sprat Hole",2024,"3",2024-03-15,"PBL",0,0,0,0
"Sprat Hole",2024,"3",2024-11-14,"Annual",0,0,0,0
"Sprat Hole",2024,"4",2024-03-15,"PBL",0,0,0,0
"Sprat Hole",2024,"4",2024-11-14,"Annual",95,0,95,5
"Sprat Hole",2024,"5",2024-03-15,"PBL",0,0,0,0
"Sprat Hole",2024,"5",2024-11-14,"Annual",100,0,100,0
"Sprat Hole",2024,"6",2024-03-15,"PBL",0,0,0,0
"Sprat Hole",2024,"6",2024-11-14,"Annual",90,0,90,10
"Sprat Hole",2025,"1",2025-04-14,"PBL",0,0,0,0
"Sprat Hole",2025,"2",2025-04-14,"PBL",0,0,0,0
"Sprat Hole",2025,"3",2025-04-14,"PBL",0,0,0,0
"Sprat Hole",2025,"4",2025-04-14,"PBL",0,0,0,0
"Sprat Hole",2025,"5",2025-04-14,"PBL",0,0,0,0
"Sprat Hole",2025,"6",2025-04-14,"PBL",0,0,0,0
"St James",2022,"1",2022-10-12,"Annual",0,0,0,0
"St James",2022,"2",2022-10-12,"Annual",0,0,0,0
"St James",2022,"3",2022-10-12,"Annual",0,0,0,0
"St James",2022,"4",2022-10-12,"Annual",10,0,10,90
"St James",2022,"5",2022-10-12,"Annual",0,0,0,0
"St James",2022,"6",2022-10-12,"Annual",0,0,0,0
"St James",2023,"1",2023-10-19,"Annual",0,0,0,0
"St James",2023,"2",2023-10-19,"Annual",0,0,0,0
"St James",2023,"3",2023-10-19,"Annual",50,0,50,50
"St James",2023,"4",2023-10-19,"Annual",57.5,0,57.5,42.5
"St James",2023,"5",2023-10-19,"Annual",90,0,90,10
"St James",2023,"6",2023-10-19,"Annual",0,0,0,0
"St James",2024,"1",2024-04-26,"PBL",0,0,0,0
"St James",2024,"1",2024-10-29,"Annual",0,0,0,0
"St James",2024,"2",2024-04-26,"PBL",0,0,0,0
"St James",2024,"2",2024-10-29,"Annual",0,0,0,0
"St James",2024,"3",2024-04-26,"PBL",0,0,0,0
"St James",2024,"3",2024-10-29,"Annual",0,0,0,0
"St James",2024,"4",2024-04-26,"PBL",0,0,0,0
"St James",2024,"4",2024-10-29,"Annual",0,0,0,0
"St James",2024,"5",2024-04-26,"PBL",0,0,0,0
"St James",2024,"5",2024-10-29,"Annual",0,0,0,0
"St James",2024,"6",2024-04-26,"PBL",0,0,0,0
"St James",2024,"6",2024-10-29,"Annual",0,0,0,0
"St James",2025,"1",2025-03-21,"PBL",0,0,0,0
"St James",2025,"2",2025-03-21,"PBL",0,0,0,0
"St James",2025,"3",2025-03-21,"PBL",0,0,0,0
"St James",2025,"4",2025-03-21,"PBL",0,0,0,0
"St James",2025,"5",2025-03-21,"PBL",0,0,0,0
"St James",2025,"6",2025-03-21,"PBL",0,0,0,0
